Character,Line
Zoidberg," Pulse, 300; liver, failing; cholesterol, 40?"
Hermes," Whatever you say, mon."
Leela, That's only four minutes from now.
Fry, What?
Leela," Thanks, Linda. Now we're in here because we tried to save endangered wildlife. So this time, endangered wildlife will save us."
Leela, Do what I say. Tell her!
Hermes, I thought you were named Angus.
Leela, I've got a better plan.
Bender," So, Leela, you must have had your pick of the litter last night at closing time."
Leela, One!
Hermes," Better! The Central Bureaucracy is conducting an inspection tomorrow. I will finally be promoted to grade 35, the 35th highest grade there is."
Hermes," Sing me home! When push comes to shove, You gotta do what you love, Even if it's not a good idea!"
Bender," Ah, good. I often have thoughts and feelings that can only be expressed through dance. You stink. Bender's great. Deal with it."
Bender," Uh, look, Planet Express Ship, this might not be the best time, but, well, I really like you and whatever, but, I think we should just be friends."
Farnsworth," The odour of pure time leaking. When my crew removed the Chronitons, it destabilised the nebula, causing time skips throughout the universe."
Leela, This is where we distinguish ourselves from the last crew. Activate emergency high-speed self-contained escape pack crisis response unit. Quick!
Leela, Hands up! Tentacles too!
Leela, You've got to tell her the truth. And lay off the salted peanuts!
Fry, Mind if we sit with you?
Fry, That's it! I'm gonna deliver a gift of my boot up Santa's chimney. Where is he?
Farnsworth, Bull pies!
Leela," Oh, lord! Now what?"
Zoidberg," Relax, Fry. I'm a doctor. I'm sure the robut will be just fine with a little help."
Fry, Bender! Are you OK?
Leela, What little there is to be had.
Leela," Wait, you're making a-- Ooh! Look at that. I feel like a princess!"
Bender, Those pork dumplings sent us on a fake pizza delivery.
Bender," Of course. I'm a bender, I went to Bending College. I majored in Bending."
Fry," Whoa! They discovered an intact, 20th century pizzeria, just like the one I used to work at."
Bender," OK, OK, OK. Get ready for this part."
Fry, I feel better about myself!
Farnsworth, So that's what things would be like if I'd invented the fing-longer. A man can dream though. A man can dream.
Leela," No! I don't care how hilarious your apron is, we're not cooking him. Aww! I'll call him Nibbler."
Farnsworth," No, no! That was all just special effects! Now let's have breakfast. I hope everyone likes eggs."
Fry," Hey, Leela, get a picture of me being ""mugged""."
Fry, Looks like Bender learned an important lesson about respecting other people's feelings afterall.
Zoidberg," Well I have a lot of experience telling patients bad news, so let me break it to him gently. Fry, you have no nose! Your nose is gone! You have no nose on your face! Where it is I can't say but on your face it's not!"
Bender," Forget it, pal. It says on this bottle-cap you have to party with us."
Bender, Ow!
Farnsworth," It passed through unharmed. So living beings can enter the other universe, but electrical devices can't?"
Fry, I guess he realised I was right when I told him to go back to the jungle.
Fry," Ohh, ice cold."
Farnsworth," Oh, it's no use. Earth is dead. This is the end of all things."
Fry, Help!
Fry," I'm on it. But if you need me, you know where I'll be."
Bender," Shut up, Zoidberg! The robot bending events are starting. Something tells me I could easily beat those trained professionals. Wow! That guy must be like the world's greatest bender. My dreams of glory died before they began."
Fry, We were canceled?
Hermes," People, as you know, our young sons have become great successes in the very same field as us."
Fry, We sometimes called it a jogging suit.
Leela, Relax. The ship's not going anywhere. I anchored it with the unbreakable diamond tether.
Amy," You shut up! I love it, Kif. I'll use it whenever I wanna know what time it is. Ooh! It's Fry and Leela! Hi, Fry and Leela!"
Bender,"   Daisy, Daisy, Give me your answer do,"
Leela, Did you delete it?
Farnsworth, It's just my way of thanking you for not reporting my countless violations of safety and minimum wage laws.
Hermes, Where 'ave you blokes been? You nearly missed elevenses.
Bender," Come on, you wimp! Work that weasel! Quit holding out on us."
Fry, I'll just take that to go.
Farnsworth, Perhaps this movie will help us take our minds off the heat.
Bender," Nah, I'm not really in the--"
Bender," Yeah, like you don't have crap in your neck!"
Fry," Every time something good happens to me you say it's some kind of madness, or I'm drunk, or I ate too much candy. Well I saw a real mermaid and I wish for once my friends would have decency and kindness to believe me."
Leela," It's tempting, but, uh, I have a fiancé now. Uh, hmm, uh, hmm, uh, we--, uh ... Him! Fry, darling, meet Zapp Brannigan."
Bender," Normally, when a cop asks me that, I spray whipped cream in his eyes and run away. But, to ditch these losers, gladly."
Amy," A big, fat roach!"
Bender," I'm back, baby!"
Fry," Yeah, OK. What's the weather like?"
Leela," Thank you, Fry. I think maybe I can stomach that kiss now."
Fry, I'm talking about Flexo.
Fry," Wait a second. I'm getting an idea. N-No, false alarm. No. Yeah. No. Yeah. No. Wait. No. Yeah. Yeah. No ... no. Yes!"
Leela," Well, there isn't any dark matter. Nibbler hasn't pooped at all. And he ate a whole family of koalas last night. Nibbler! Nibbler!"
Leela," Fry, remember when I told you about always ending your stories a sentence earlier?"
Leela," OK, Fnog, that's enough. Call him off. Fnog? Hmm."
Leela, Could you get the lights on your way out?
Bender, Boo-hoo.
Zoidberg, No. This is one death Dr. Zoidberg won't be responsible for. Zoidberg away!
Leela, OK. Eye off the ball.
Bender," Hey, hot stuff."
Bender, I don't know. I only gamble with chumps.
Leela, Threaten all you-- Wait. What?
Fry," I knew it! Insane theories, one; regular theories, a billion."
Bender, The Mighty V-GINY!
Fry," Leela, I've got an idea. Stay here with Queequeg."
Bender, Yeah? Well assist this!
Fry," Goodbye, friends. I never thought I would die like this. But I'd always really hoped."
Fry, But— But Randy said—
Amy, Yeah!
Bender," Fat chance! You can't count on God for jack. He pretty much told me so himself. Now come on. If we don't save those monks, no one will!"
Leela, I did it! I blunk!
Bender," Sorry. Well, that solves the mystery of the missing ring. This calls for a drink."
Bender, Told you!
Fry, Ow!
Bender, Uh-huh!
Fry, The cat! Is it alive or dead? Alive or dead?!
Farnsworth," That you for your sympathy, talking square of linoleum."
Farnsworth," Zoidberg, you are the greatest hero. You saved us all."
Bender," Sure, but who's going to do anything about it? Certainly not us. No, sir!"
Bender, That's just what my mom used to tell me.
Fry,   I am fully operational Captain.
Fry," Boring? Baseball wasn't - hmm, so they finally jazzed it up?"
Leela, Good for you. Now lets all get back to the ship.
Fry," Way to overact ,Zoidberg!"
Bender," It sure is. By the way, I saved your stuff."
Amy, Duh!
Fry, But I've never written an opera.
Leela, Forty kilometers. Fifty!
Bender," Uh, no! That's not necessary, really! I think I hear my factory recalling me. Oh! That's what I get for sharing my vulnerability with you."
Bender, I do.
Bender, Alright! Closure!
Zoidberg," How are you doing there, Fry? Glad to hear it. Aha!"
Bender," Hey, bite my shiny metal ass!"
Amy," Well, with Zapp gone and my parents still here, I suggest Fry give me a nice, convincing kiss."
Bender, Come on! Surely there must be someone here who knows how great I was.
Amy," It's OK, Kif. I'll go get you a tissue from your tote."
Leela, It's not the year 4000.
Bender," ""Bender's Arrest Record"" by the police. On March 3rd at 2pm, Bender was caught shoplifting."
Bender," Sweet photons. I don't know if you're waves or particles, but you go down smooth."
Amy, Yeah.
Leela," No, I mean cool your jets. They're melting Bender's face."
Fry, I can't believe Leela and Amy aren't back yet from their half-date. I'm gonna call the restaurant.
Fry," Yeah, be more impulsive. Like this."
Farnsworth," Yes, damnit!"
Fry, My God! A million years!
Bender, Pffft!  What a load of mush!  I've had it!
Bender, No! Don't come in!
Zoidberg, Is it possible that all this slavery and oppression is shmutzing up our freedom lesson?
Farnsworth," Well, at least we have each other, so it truly is the worst Xmas ever."
Fry, Uh--
Leela," Well, this is the big moment. It's finally time to take my eye patch off."
Zoidberg," Clothing, delicious clothing!"
Bender, Yeah!
Fry," Don't know, Bender. Tonight's my big date with Colleen. I got to run."
Farnsworth," Hubert Farnsworth, at your service."
Leela, Then why should I trust you? Why?
Fry," Well, anyway, it's nice to have my own body back."
Amy, Scary Door!
Farnsworth," Well, this is it, old friends. Planet Express is done for, what with our delivery crew missing and the abysmal sales of Tickle Me Bender."
Hermes, You have to learn to work together again.
Hermes, The Federal Sex Bureau.
Fry," Fine, I've got a toast. To Captain Bender, he's the best ... ... at being a big jerk who's stupid and his big, ugly face is as dumb as a butt."
Hermes, I beg to differ!
Leela, What's that supposed to mean?
Fry, Hmm? Mmm!
Leela, You don't mean that!
Amy, Zoidberg had hair?!
Bender," Yep, that's what her donor card says."
Amy," Hmm, I'll pick!"
Fry, Quick! This way!
Farnsworth," No. Actually we've discovered that Fry's dog was fast-fossilised, preserving it's cellular structure!"
Bender," Aw, crap! The cops!"
Fry, I didn't? Damn.
Amy," Oh, no! Could the seed have been contaminated by a virus from the germ vault?"
Fry, And no one will have to punish anyone for the mutiny.
Bender," Go, man! Go!"
Bender, Wait a second. Here comes Leela.
Bender, Ah-ah-ah! What do we say when someone gives you something?
Farnsworth," Impending news, everyone!  We're about to learn the winner of the bet!"
Fry, What happens to the loser?
Bender, Your weiner!
Farnsworth," Eh, wha?"
Leela," Y'know, why don't we talk about something besides Zapp for a while?"
Farnsworth, Tate? What do you know about this?
Fry, That's all.
Bender, Huh?
Bender," Button your yap, you mug!"
Bender, I was having the most wonderful dream. I think you were in it.
Bender, Ah!
Fry, At least I have friends on the outside. Bender's been no help at all.
Fry, We're gonna crash!
Bender, The only reason you get all the guys is because you dress like a tramp!
Bender," Well, I'm off to work at the restaurant. One of you will have to fill in for me while I'm gone."
Bender," It's so good. Oh, just try a little!"
Fry," Oh, that. Maybe we'd better talk in private. I'll meet you in the closet."
Leela, Mom? Dad? I showed up! And I got the audio tour for Treasures of Liberace's Tomb.
Farnsworth, There's the door.
Bender," Je suis Napoleon! No, seriously, I'm not."
Hermes," Finally, the last form of the day. Welcome to Stampy Town. Population, five! And now for the finishing touch. Ah, the cycle of bureaucracy. Sweet gorilla of Manila! A letter from the Central Bureaucracy! Attention, Hermes Conrad  You are about to receive a letter from the Central Bureaucracy. My God! It's from the Central Bureaucracy!"
